platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source
douyin,3分钟让你少走三年Vibe Coding的弯路 都是 Vibe Coding，凭什么他能月入 175 万？我研究完发现逻辑很简单：先用 MVP 快速上线 → 用收费验证需求 → 用自媒体获得第一批用户 → 再用自动化把自己放大成一个团队。这期聊聊，普通人做 AI 产品到底差在哪,https://www.douyin.com/video/7648580179547213099,,七彩缤纷马桶,2026-06-08,6640,,,,6640.0,948.57,真案例,SaaS MVP、自动化流程,,创业者/独立开发者、零基础用户,几小时上线、变现、不会代码、完整流程、效率提升,有结果,强,月入、收费、用户,,monetization_side_project,副业变现/独立项目,AI Agent/工作流,,工作提效、快速原型、赚钱/副业,创业者/独立开发者、零基础用户,0.62,02:31 6640 3分钟让你少走三年Vibe Coding的弯路 都是 Vibe Coding，凭什么他能月入 175 万？我研究完发现逻辑很简单：先用 MVP 快速上线 → 用收费验证需求 → 用自媒体获得第一批用户 → 再用自动化把自己放大成一个团队。这期聊聊，普通人做 AI 产品到底差在哪 @七彩缤纷马桶 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,花2天时间Vibe coding了新的作品集网站 用了Framer+Codex，不直接全AI做是希望网站还有一些我调整的自定义部分，接下来可能会把3d模型展示做一下再加一点动画！后面有机会出教程~#vibecoding #游戏设计留学 #作品集 #个人网站 #vibecoding大赏,https://www.douyin.com/video/7649695786113617206,,紫薯冰粉,2026-06-11,6156,,,,6156.0,1539.0,真案例,网站、3D建模/渲染、设计系统/视觉、创意实验/好玩项目、游戏/互动,Codex,设计/创作者,几小时上线、平台大赛,可复刻,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,3D建模/渲染、小游戏/互动、网站、课程/内容,Codex,表达创意、学习入门,设计/创作者,0.7,01:10 6156 花2天时间Vibe coding了新的作品集网站 用了Framer+Codex，不直接全AI做是希望网站还有一些我调整的自定义部分，接下来可能会把3d模型展示做一下再加一点动画！后面有机会出教程~#vibecoding #游戏设计留学 #作品集 #个人网站 #vibecoding大赏 @紫薯冰粉 4天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 零代码做个打枪游戏 #vibecoding大赏 #ai新星计划 #科技科普 #整活 #Kimi,https://www.douyin.com/video/7651225303120907526,,英雄哪里出来,2026-06-15,1614,,,,1614.0,1614.0,真案例,游戏/互动、创意实验/好玩项目,Kimi,开发者,平台大赛、不会代码、几小时上线,有结果,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,小游戏/互动,Kimi,表达创意,开发者,0.7,08:35 1614 VibeCoding大赏 | 零代码做个打枪游戏 #vibecoding大赏 #ai新星计划 #科技科普 #整活 #Kimi @英雄哪里出来 20小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 70万用户的小程序是如何诞生的 养个石头，一款人与AI一起成功商业化的作品。#vibecoding大赏 #vibecoding #AI新星计划 #AI创作浪潮计划,https://www.douyin.com/video/7650863060231705299,,张大丸,2026-06-14,677,,,,677.0,677.0,教程,创意实验/好玩项目、小程序,,,平台大赛、几小时上线,有结果,中,用户、商业化,疑似商业推广、平台活动内容,product_build,做产品/工具,小程序,,,,0.95,03:01 677 VibeCoding大赏 | 70万用户的小程序是如何诞生的 养个石头，一款人与AI一起成功商业化的作品。#vibecoding大赏 #vibecoding #AI新星计划 #AI创作浪潮计划 @张大丸 1天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,网站部署上线来喽 「VibeCoding大赏」制作个人网站如何部署上线分享给你的好朋们，今天分享3个方法，精心整理，大家耐心看完哦~@抖音科技 #vibecoding #ai新星计划 #网站上线 #ai #github,https://www.douyin.com/video/7651155931337608475,,小羊同学,2026-06-15,337,,,,337.0,337.0,真案例,网站、运营工具,,开发者,平台大赛、完整流程、几小时上线,有结果,强,,平台活动内容,learning_tutorial,教程/课程/方法论,网站,,,开发者,0.7,04:06 337 网站部署上线来喽 「VibeCoding大赏」制作个人网站如何部署上线分享给你的好朋们，今天分享3个方法，精心整理，大家耐心看完哦~@抖音科技 #vibecoding #ai新星计划 #网站上线 #ai #github @小羊同学 21小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,来看看豆包估值1万的DIY水晶应用长什么样 「VibeCoding大赏」我用了3个多月，做了一款DIY水晶手串小程序 #vibecoding大赏 #ai新星计划 @抖音科技 @抖音小助手 #水晶 #水晶DIY #礼物,https://www.douyin.com/video/7649699791882973178,,滚滚有只小鸭子,2026-06-11,1.8万,,,,18000.0,4500.0,真案例,App/软件、小程序、运营工具,豆包,,平台大赛,有结果,强,,平台活动内容,product_build,做产品/工具,App/软件、小程序,豆包,,,0.95,03:31 1.8万 来看看豆包估值1万的DIY水晶应用长什么样 「VibeCoding大赏」我用了3个多月，做了一款DIY水晶手串小程序 #vibecoding大赏 #ai新星计划 @抖音科技 @抖音小助手 #水晶 #水晶DIY #礼物 @滚滚有只小鸭子 4天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,「VibeCoding大赏」codex制作个人作品集网站 自己搭建个人网站的一些心得，踩了不少坑，今天总结给大家！ #vibecoding #ai新星计划 #AI #vibecoding大赏 #设计,https://www.douyin.com/video/7648552705841040674,,小羊同学,2026-06-08,3.4万,,,,34000.0,4857.14,真案例,网站、创意实验/好玩项目,Codex,设计/创作者,平台大赛、失败复盘,有结果,强,,平台活动内容,dev_productivity,开发提效/编程技巧,网站,Codex,,设计/创作者,0.7,04:25 3.4万 「VibeCoding大赏」codex制作个人作品集网站 自己搭建个人网站的一些心得，踩了不少坑，今天总结给大家！ #vibecoding #ai新星计划 #AI #vibecoding大赏 #设计 @小羊同学 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 蒸馏任意自己喜欢的角色形象＆灵 #vibecoding大赏 #ai新星计划 @抖音科技 #乙游 #桌面游戏 来做一个任意自己喜欢的角色形象＆灵魂的桌面陪伴软件！,https://www.douyin.com/video/7651221465191409011,,王山而要做100个AI,2026-06-15,127,,,,127.0,127.0,真案例,游戏/互动、App/软件、运营工具,,,平台大赛、几小时上线,有结果,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,App/软件、小游戏/互动,,表达创意,,0.7,01:11 127 VibeCoding大赏 | 蒸馏任意自己喜欢的角色形象＆灵 #vibecoding大赏 #ai新星计划 @抖音科技 #乙游 #桌面游戏 来做一个任意自己喜欢的角色形象＆灵魂的桌面陪伴软件！ @王山而要做100个AI 20小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,「VibeCoding大赏」为mimocode改善使用体验 #claudecode #AI #vibecoding大赏 #ai新星计划 #mimocode @抖音科技 多模态和旗舰推理你怎么选 答：一个都不能落下,https://www.douyin.com/video/7650893989637262644,,嘻熙,2026-06-14,1157,,,,1157.0,1157.0,工具测评,运营工具,Claude、Claude Code,,平台大赛、几小时上线,,弱,,平台活动内容,content_marketing,内容和营销创作,,Claude、Claude Code,,,0.45,00:39 1157 「VibeCoding大赏」为mimocode改善使用体验 #claudecode #AI #vibecoding大赏 #ai新星计划 #mimocode @抖音科技 多模态和旗舰推理你怎么选 答：一个都不能落下 @嘻熙 1天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,这是我搭建的第一个Harness_Engineer：Taor #vibecoding大赏 前后共花了3天，打磨了很多遍，终于做出来了一个我认为比较满意的AI Agent，这是我的一个尝试，它很轻量，一万三千七百行 TypeScript，但它五脏俱全，12个包。框架我已经搭好了，来玩吧，打造一套属于你个人的AI Agent！ 适合人群：想快速搭建 AI Agent 的 TypeScript 开发者、需要多模型切换的生产团队、想学习 Agent 架构的学生或研究者。希望它可以帮到你。 #AI #Agent #AI初学者 #Harness_Engineer,https://www.douyin.com/video/7651428870456986932,,流浪z诗人,2026-06-15,65,,,,65.0,65.0,真案例,AI agent、求职/学习工具,,学生/求职者、开发者,几小时上线、平台大赛、求职转行,有结果,强,,平台活动内容,learning_tutorial,教程/课程/方法论,AI Agent/工作流,,快速原型,学生/求职者、开发者,0.7,15:08 65 这是我搭建的第一个Harness_Engineer：Taor #vibecoding大赏 前后共花了3天，打磨了很多遍，终于做出来了一个我认为比较满意的AI Agent，这是我的一个尝试，它很轻量，一万三千七百行 TypeScript，但它五脏俱全，12个包。框架我已经搭好了，来玩吧，打造一套属于你个人的AI Agent！ 适合人群：想快速搭建 AI Agent 的 TypeScript 开发者、需要多模型切换的生产团队、想学习 Agent 架构的学生或研究者。希望它可以帮到你。 #AI #Agent #AI初学者 #Harness_Engineer @流浪z诗人 7小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,"Obsidian+AI v2.0已经更新,具体内容如下: #vibecoding大赏 先一句话总结，这次的改动进化成了：关窗口自动存经验，开窗口自动变聪明。v1.0是每周触发,而且思考的深度不够，v1.0 做了个周扫描系统，周日跑一次，聊胜于无，—但关窗口到扫描之间有七天真空期，而且只会数数：""这周犯了六个错。"" 现在 v2.0 做了三件事： 一，实时进化。 不靠每周日了。你关窗口，它立刻收割刚才的经验；你开新窗口，它立刻把漏掉的补上。上一个窗口的教训，下一个窗口秒级生效。 二，找根因。 不是""你犯了六个错""——是""这四个错看着不一样，根上都是你 Windows 上跑 R 语言的颜色渲染 bug，一条规则全防住。"" 三，不堆屎山。 发现新规则先检查有没有旧的能用，能合并就合并，能强化就强化，不重复造轮子。 装好之后你什么都不用管，正常聊天，正常关窗口。它自己收、自己想、自己进化。 #AI #vebcoding #skills #Obsidian",https://www.douyin.com/video/7651111552862473535,,流浪z诗人,2026-06-14,1776,,,,1776.0,1776.0,真案例,3D建模/渲染、设计系统/视觉,,设计/创作者、运营/营销,平台大赛,有结果,强,,平台活动内容,content_marketing,内容和营销创作,3D建模/渲染,,表达创意,设计/创作者、运营/营销,0.62,"01:10 1776 Obsidian+AI v2.0已经更新,具体内容如下: #vibecoding大赏 先一句话总结，这次的改动进化成了：关窗口自动存经验，开窗口自动变聪明。v1.0是每周触发,而且思考的深度不够，v1.0 做了个周扫描系统，周日跑一次，聊胜于无，—但关窗口到扫描之间有七天真空期，而且只会数数：""这周犯了六个错。"" 现在 v2.0 做了三件事： 一，实时进化。 不靠每周日了。你关窗口，它立刻收割刚才的经验；你开新窗口，它立刻把漏掉的补上。上一个窗口的教训，下一个窗口秒级生效。 二，找根因。 不是""你犯了六个错""——是""这四个错看着不一样，根上都是你 Windows 上跑 R 语言的颜色渲染 bug，一条规则全防住。"" 三，不堆屎山。 发现新规则先检查有没有旧的能用，能合并就合并，能强化就强化",csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,VibeCoding大赏 | 瓦学弟做了个打瓦 #vibecoding大赏 #ai新星计划#科技科普 #整活 #AI编程,https://www.douyin.com/video/7650709163172957474,,英雄哪里出来,2026-06-13,6.7万,,,,67000.0,33500.0,真案例,游戏/互动、创意实验/好玩项目,,,平台大赛、几小时上线,有结果,强,,平台活动内容,dev_productivity,开发提效/编程技巧,,,,,0.95,02:04 6.7万 VibeCoding大赏 | 瓦学弟做了个打瓦 #vibecoding大赏 #ai新星计划#科技科普 #整活 #AI编程 @英雄哪里出来 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,手把手教你免费使用Claude Code！ 无限制使用AI编程、AI生成图片和视频！ #vibecoding大赏 #agnes #agent #agnesai使用教程 #claudecode,https://www.douyin.com/video/7651164948919340329,,我是阿众,2026-06-15,147,,,,147.0,147.0,教程,AI agent、内容/创作,Claude Code、Claude,设计/创作者,免费工具、几小时上线、平台大赛,可复刻,中,,平台活动内容,dev_productivity,开发提效/编程技巧,课程/内容、AI Agent/工作流,Claude Code、Claude,学习入门,设计/创作者,0.7,合集 06:39 147 手把手教你免费使用Claude Code！ 无限制使用AI编程、AI生成图片和视频！ #vibecoding大赏 #agnes #agent #agnesai使用教程 #claudecode @我是阿众 5小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,night dancer+极度舒适的 3D 视效 vibe coding了一个全频段感知的 3D 音频可视化引擎 和这首歌莫名搭配啊#vibecoding大赏 #nightdancer #ai,https://www.douyin.com/video/7651261546458336563,,Ai-ajin,2026-06-15,133,,,,133.0,133.0,真案例,3D建模/渲染、设计系统/视觉,,设计/创作者,几小时上线、平台大赛,有结果,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,3D建模/渲染、可视化,,表达创意,设计/创作者,0.95,03:30 133 night dancer+极度舒适的 3D 视效 vibe coding了一个全频段感知的 3D 音频可视化引擎 和这首歌莫名搭配啊#vibecoding大赏 #nightdancer #ai @Ai-ajin 18小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,手搓App跑出10万赞，Vibe Coding在抖音彻底爆了 #vibecoding大赏 #ai新星计划 #胡彦斌你要的token全拿走 #TRAEAI创造力大赛,https://www.douyin.com/video/7649964581602725158,,产品君,2026-06-11,3537,,,,3537.0,884.25,真案例,App/软件、运营工具,Trae,创业者/独立开发者,平台大赛,有结果、只有噱头,强,,信息密度低、平台活动内容,product_build,做产品/工具,App/软件,Trae,,创业者/独立开发者,0.78,合集 02:04 3537 手搓App跑出10万赞，Vibe Coding在抖音彻底爆了 #vibecoding大赏 #ai新星计划 #胡彦斌你要的token全拿走 #TRAEAI创造力大赛 @产品君 4天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,「VibeCoding大赏」 用 Codex 从 0 到 1 做 Vibe video（全流程实操） #vibecoding大赏 #ai新星计划 @抖音科技 #青年创作者成长计划 #,https://www.douyin.com/video/7651059875786575140,,陈与小金,2026-06-15,155,,,,155.0,155.0,教程,自动化流程、运营工具,Codex,,平台大赛、几小时上线,,中,,平台活动内容,dev_productivity,开发提效/编程技巧,,Codex,,,0.7,08:30 155 「VibeCoding大赏」 用 Codex 从 0 到 1 做 Vibe video（全流程实操） #vibecoding大赏 #ai新星计划 @抖音科技 #青年创作者成长计划 #抖音精选 @陈与小金 23小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,智谱ZCode升级：适配GLM5.2，紧跟Codex #vibecoding大赏 智谱 ZCode 3.0 上手体验来了。 它的界面和交互很像 Codex APP，也支持模型配置、技能、插件、Goal 模式和手机端控制。 整体体验比之前顺畅很多，但插件生态和细节还需要继续优化。 如果你关注 AI 编程工具，这个工具值得看一下。 #AI编程 #ZCode #智谱AI #AI工具,https://www.douyin.com/video/7651468841863662874,,AI随风,2026-06-15,158,,,,158.0,158.0,工具测评,App/软件、插件,Codex,,几小时上线、平台大赛,,弱,,平台活动内容,dev_productivity,开发提效/编程技巧,App/软件,Codex,,,0.66,合集 08:22 158 智谱ZCode升级：适配GLM5.2，紧跟Codex #vibecoding大赏 智谱 ZCode 3.0 上手体验来了。 它的界面和交互很像 Codex APP，也支持模型配置、技能、插件、Goal 模式和手机端控制。 整体体验比之前顺畅很多，但插件生态和细节还需要继续优化。 如果你关注 AI 编程工具，这个工具值得看一下。 #AI编程 #ZCode #智谱AI #AI工具 @AI随风 4小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,小白的Codex安装喂饭教程，轻松免费用上codex #codex #AI #vibecoding #vibecoding大赏 #ai新星计划 @抖音科技,https://www.douyin.com/video/7651289295109508402,,你虫子哥啊,2026-06-15,9716,,,,9716.0,9716.0,工具测评,运营工具,Codex,零基础用户,平台大赛、不会代码、免费工具、几小时上线,可复刻,弱,,平台活动内容,dev_productivity,开发提效/编程技巧,课程/内容,Codex,学习入门,零基础用户,0.7,06:25 9716 小白的Codex安装喂饭教程，轻松免费用上codex #codex #AI #vibecoding #vibecoding大赏 #ai新星计划 @抖音科技 @你虫子哥啊 16小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,codex生成6种风格教程，你做的视频有了风格就好看了 #codex #codex剪辑 #ai新星计划 #vibecoding #vibecoding大赏 @抖音科技,https://www.douyin.com/video/7650090609654790522,,远方的AI船长,2026-06-12,3979,,,,3979.0,1326.33,教程,内容/创作、运营工具,Codex,设计/创作者,平台大赛,可复刻,中,,平台活动内容,dev_productivity,开发提效/编程技巧,课程/内容,Codex,学习入门,设计/创作者,0.7,03:21 3979 codex生成6种风格教程，你做的视频有了风格就好看了 #codex #codex剪辑 #ai新星计划 #vibecoding #vibecoding大赏 @抖音科技 @远方的AI船长 3天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,「VibeCoding大赏」我把家里的冰箱搬进了手机！ 因为总忘记冰箱里有什么，我做了一款App，花了几千块上线苹果商店，却没赚到钱。 去年 Vibe Coding 刚火的时候，我花了两个月时间，从0开始学习 Figma、研究产品设计、和 AI 一起写代码，做出了这款《我家冰箱》。 灵感来自一个特别普通的生活问题： -牛奶什么时候过期？ -鸡蛋还剩几个？ -番茄是不是已经买过了？ 很多时候不是没买，而是忘了。 等想起来的时候，就过期了。 于是我做了一个能管理家庭食材库存的 App： ✅ 记录食材和保质期 ✅ 临期/过期自动提醒 ✅ 冷藏/冷冻/常温分区管理 ✅ 家庭成员共享库存 ✅ 周报/月报统计 从想法、原型设计、功能开发，到最终上架，这是我第一次完整做出一个真正可用的产品。尽管它还不成熟，还很粗糙。 AI 虽没有替我完成一切，但它让一个普通人，也拥有了把想法变成产品的能力。 如果重新开始做，我会加入语音录入和 AI 食谱功能。 如果你是用户，你觉得《我家冰箱》最应该增加什么功能？ #vibecoding大赏 #ai新星计划 @抖音科技,https://www.douyin.com/video/7651226150269766912,,流浪诗人,2026-06-15,21,,,,21.0,21.0,真案例,App/软件、求职/学习工具、运营工具,,创业者/独立开发者、开发者、设计/创作者、零基础用户,平台大赛、完整流程、不会代码、变现,有结果,强,赚、用户,平台活动内容,product_build,做产品/工具,App/软件,,快速原型,创业者/独立开发者、开发者、设计/创作者、零基础用户,0.87,09:26 21 「VibeCoding大赏」我把家里的冰箱搬进了手机！ 因为总忘记冰箱里有什么，我做了一款App，花了几千块上线苹果商店，却没赚到钱。 去年 Vibe Coding 刚火的时候，我花了两个月时间，从0开始学习 Figma、研究产品设计、和 AI 一起写代码，做出了这款《我家冰箱》。 灵感来自一个特别普通的生活问题： -牛奶什么时候过期？ -鸡蛋还剩几个？ -番茄是不是已经买过了？ 很多时候不是没买，而是忘了。 等想起来的时候，就过期了。 于是我做了一个能管理家庭食材库存的 App： ✅ 记录食材和保质期 ✅ 临期/过期自动提醒 ✅ 冷藏/冷冻/常温分区管理 ✅ 家庭成员共享库存 ✅ 周报/月报统计 从想法、原型设计、功能开发，到最终上架，这是我第一次完整做出一个真正可用的产品。尽管它还不成熟，,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
