platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source,keyword
douyin,让你的codex封神的两个必装插件 #codex #新手教学 #柳爷不迷糊,https://www.iesdouyin.com/share/video/7653327830620572969/?region=US&mid=7653327812883303174&u_code=0&did=MS4wLjABAAAAJKTjDk_DKs51_VIp16qjCZOe3fsVvyV_inbD0q1WP-wQ5_w1mhEpQwNcSjrvH_yl&iid=MS4wLjABAAAA41q4H8lsjKnHfraWRFanpvWnFJMEqvKeoiivEfEsL27LUc11Y9lTVL4vmcqwdoUm&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=T6K6C7jjeX0zZ710stPXW70n5nH3uXFpCT8WqZpmRwc-&share_version=320900&ts=1782807141&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/cfe4cdf5af884e438c0ea5ba488103db~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301612192E3C4FB8B6B6F329F9A2&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=g9b4VENSOr%2FUzrsnHBP88U9s%2FLM%3D,柳爷不迷糊,2026-06-20,18496,689,,2825,95595.0,9559.5,工具测评,插件,Codex,,,,弱,,,dev_productivity,开发提效/编程技巧,,Codex,,,0.95,keyword=Codex; 让你的codex封神的两个必装插件 #codex #新手教学 #柳爷不迷糊,tikhub:douyin_keyword_search,Codex
douyin,官方教程！Codex控制电脑帮你干活的三种方式 Computer Use，Chrome 扩展，内置浏览器，哪种最适合你？ #开发者工具 #ChatGPT #Codex #AI #Agent,https://www.iesdouyin.com/share/video/7652377602829119921/?region=US&mid=7652377549300927295&u_code=0&did=MS4wLjABAAAAGcjqSKkIPc7ouXC915qiLpsM-TrbxCWV3wxt17c2gCg&iid=MS4wLjABAAAAX0rFRRisynwrqewc8Bwb9olgeO8BE5Y68XtCtEnNIoE&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=M54RvpgC_wpwkdIrBH7BoGmQV9vMPTu3pbSEBOQyJXM-&share_version=320900&ts=1782807146&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-i-0813c000-ce/oMEyIAEAetFGAGB12iATfF4HJp3AwiAweuVOEA~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301612250CF1F97131AD646321A9&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=Zs%2BRj7xx8l9MQG8W9HJi44CBOGQ%3D,万德福的小世界,2026-06-17,14258,223,,2185,67692.0,5207.08,真案例,AI agent、创意实验/好玩项目,Codex,开发者,,可复刻,强,,,dev_productivity,开发提效/编程技巧,AI Agent/工作流、课程/内容,Codex,学习入门,开发者,0.57,keyword=OpenAI Codex; 官方教程！Codex控制电脑帮你干活的三种方式 Computer Use，Chrome 扩展，内置浏览器，哪种最适合你？ #开发者工具 #ChatGPT #Codex #AI #Agent,tikhub:douyin_keyword_search,OpenAI Codex
douyin,如何使用第三方模型驱动Codex 无需OpenAI账号 #openai #gpt #deepseek #glm #codex,https://www.iesdouyin.com/share/video/7656439735560228123/?region=US&mid=7656439755848141631&u_code=0&did=MS4wLjABAAAAGcjqSKkIPc7ouXC915qiLpsM-TrbxCWV3wxt17c2gCg&iid=MS4wLjABAAAAX0rFRRisynwrqewc8Bwb9olgeO8BE5Y68XtCtEnNIoE&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=IEYixv9HaSODoy7RfI01.ktZacB9fBgeaDGs.tN7V2g-&share_version=320900&ts=1782807146&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-i-dy/272dabd7439f462997f102b1551c3af8~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301612250CF1F97131AD646321A9&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=%2BpTnFJbMe3JbNy%2BrELu9Rg7DlZM%3D,马克的技术工作坊,2026-06-28,1173,54,,154,6428.0,3214.0,教程,运营工具,Codex、DeepSeek,运营/营销,,,中,,,dev_productivity,开发提效/编程技巧,,Codex、DeepSeek,获客/增长,运营/营销,0.62,keyword=OpenAI Codex; 如何使用第三方模型驱动Codex 无需OpenAI账号 #openai #gpt #deepseek #glm #codex,tikhub:douyin_keyword_search,OpenAI Codex
douyin,#热门抖音视频推荐 #ai开发工具 OpenAI Codex：会动手写代码的AI工程师，程序员效率翻倍神器！ 解放双手，让生活更美好！,https://www.iesdouyin.com/share/note/7655914890389196133/?region=US&mid=7655518923810474790&u_code=0&did=MS4wLjABAAAAGcjqSKkIPc7ouXC915qiLpsM-TrbxCWV3wxt17c2gCg&iid=MS4wLjABAAAAX0rFRRisynwrqewc8Bwb9olgeO8BE5Y68XtCtEnNIoE&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=sR0.yCQk1dwfzMmqJfDVIhSjhWcLK.s0jq1GflodEM0-&share_version=320900&ts=1782807146&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p5-sign.douyinpic.com/tos-cn-i-0813c000-ce/oYQ29VQffBqcA3MwKA8oXfAcAuI9dAJlTofoRD~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=202606301612250CF1F97131AD646321A9&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=BErwmogvi8E213c51ja9Bz1EXL4%3D,Miranda,2026-06-27,13,0,,0,13.0,4.33,工具测评,内容/创作、运营工具,Codex,开发者、设计/创作者,效率提升,,弱,,,dev_productivity,开发提效/编程技巧,课程/内容,Codex,工作提效,开发者、设计/创作者,0.78,keyword=OpenAI Codex; #热门抖音视频推荐 #ai开发工具 OpenAI Codex：会动手写代码的AI工程师，程序员效率翻倍神器！ 解放双手，让生活更美好！,tikhub:douyin_keyword_search,OpenAI Codex
douyin,"Gemini CLI 正式停服了。Google 在 I/O 上说的6月18日，眨眼就到。 回想起来，这工具曾经是国内开发者的""白月光""——你折腾反代配了一下午，跑通第一条命令的那一刻，真的有一种奇妙的满足感。Gemini 2.5 Pro 的编码能力在当时确实能打，加上开源、免费、CLI 轻量，谁能不爱呢？ 结果 6,000 个社区 PR，说废就废。换了个闭源的 Antigravity CLI，功能还没对齐。终究是错付了。 昔日荣光，只剩怀念。 #GeminiCLI #Google #AI编程 #开源 #白月光",https://www.iesdouyin.com/share/note/7654081682584598377/?region=US&mid=7543280943918827536&u_code=0&did=MS4wLjABAAAAt-p4zZEKllP2xTKE1_DrzOEWblz3c_TtD3ylaXdJnViEJccjdcEWCvxkPMomJNnX&iid=MS4wLjABAAAAZLXPjjqf6Hm9NRo-TfN5n8cSZpRuQ5N2pC_ZXAOEZsu8t0yxoKvX5t8SUGo1RkhV&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=PpwWY6ae6SsJ.m4O41rk8YlcUqFReR4lINmKcvohyPU-&share_version=320900&ts=1782807152&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-0813/ocEpACQcfWDAfBYAQUQMyh84gAf6AUbQBEjPA7~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=20260630161231EA8DACC0A3BF92F18E24&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=WAcoaV8mEhi1%2FxaNAkjkWmd2rEw%3D,P叔,2026-06-22,0,4,,1,31.0,3.88,真案例,,Gemini、Gemini CLI,开发者,免费工具,有结果,中,,,dev_productivity,开发提效/编程技巧,,Gemini、Gemini CLI,,开发者,0.7,"keyword=Gemini CLI; Gemini CLI 正式停服了。Google 在 I/O 上说的6月18日，眨眼就到。 回想起来，这工具曾经是国内开发者的""白月光""——你折腾反代配了一下午，跑通第一条命令的那一刻，真的有一种奇妙的满足感。Gemini 2.5 Pro 的编码能力在当时确实能打，加上开源、免费、CLI 轻量，谁能不爱呢？ 结果 6,000 个社区 PR，说废就废。换了个闭源的 Antigravity CLI，功能还没对齐。终究是错付了。 昔日荣光，只剩怀念。 #GeminiCLI #Google #AI编程 #开源 #白月光",tikhub:douyin_keyword_search,Gemini CLI
douyin,现阶段哪款最好用？客观分享✨。想问问大家实操下来的体验——哪款AI智能体最好用？ 欢迎客观评价～目前深度体验TRAE中 #AI智能体 #扣子Coze #Trae #workbuddy #qoder,https://www.iesdouyin.com/share/note/7656117156601939562/?region=US&mid=7655541730045217582&u_code=0&did=MS4wLjABAAAA4AiNJCoMxqyN8Y1iihVzn4T4Wns2gShAbV8BpepLTDi1FPpuBAYBUGb4NZdGduod&iid=MS4wLjABAAAAzvNlkFOnGZWxfDIX7LMHNV-8-oC6IH4V9adCKsxVw7_ZdyudWV2BiSFeq2hBoeOa&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=VJYW_AUYGNuJ6KCjYWkZe.ILaAwZ1I411ka8lECSsfU-&share_version=320900&ts=1782807175&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-0813c001/o4MfAQHPAQLfThQ3Y8teHeyEJm7QfATRArAAWR~noop.webp?biz_tag=aweme_images&card_type=303&column_n=0&from=327834062_large&l=20260630161254CB978443295AF700F8C1&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=Dx%2F9qT7JQlfpNjKDWh8Kl40y9HA%3D,CloseAI,2026-06-28,175,76,,12,939.0,469.5,工具测评,AI agent,Coze、Trae,,,,弱,,,dev_productivity,开发提效/编程技巧,AI Agent/工作流,Coze、Trae,,,0.62,keyword=Trae; 现阶段哪款最好用？客观分享✨。想问问大家实操下来的体验——哪款AI智能体最好用？ 欢迎客观评价～目前深度体验TRAE中 #AI智能体 #扣子Coze #Trae #workbuddy #qoder,tikhub:douyin_keyword_search,Trae
douyin,belt和bolt的发音怎么区分？ 分不清的小伙伴快点学起来！#英语发音,https://www.iesdouyin.com/share/video/7656633959169658112/?region=US&mid=7656633889955416851&u_code=0&did=MS4wLjABAAAAda-mot58UGbnOML-P4ylHLyRIdGMZX_5evJCa2rj_ZXhEri4_HxZgx4GPTNUVR-h&iid=MS4wLjABAAAAOSC8t0XBeQrmc38o48pgNEslKFjklXOcZrAsl55h8lXFXP4gWFYhoyewhTjZkbBk&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=3igoSvEDLPjaceLdzVGHgzpFZuFJjpvIFRivGrSicMU-&share_version=320900&ts=1782807189&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/e2231db6ed014d5caaa8d9b770ad7af2~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161308A9CF73247FA1D7494E89&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=X5OivGD5DYbn9vlyM1%2BnSfoWlII%3D,卡卡教育咨询,2026-06-29,13,2,,0,23.0,23.0,教程,求职/学习工具,Bolt,,,,中,,,content_marketing,内容和营销创作,,Bolt,,,0.45,keyword=Bolt; belt和bolt的发音怎么区分？ 分不清的小伙伴快点学起来！#英语发音,tikhub:douyin_keyword_search,Bolt
douyin,#家长必读知识分享 #宝妈育儿学习 #育儿学习经验分享 #英语启蒙避坑指南 #幼儿园,https://www.iesdouyin.com/share/video/7653804546895948224/?region=US&mid=7557028177803167778&u_code=0&did=MS4wLjABAAAAFerNLGxvHNk1FK2U4PZquhfefRCs6XXt0DUCVBxDnXo7X2DQtI8P8VZROkTVu13-&iid=MS4wLjABAAAAhUs_GpSdmcZbQOIo3urNmqJBAAJ1tFkapVtxmzVjH24-5gCCSSdoDsbUH-BfIrl-&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ZnKCzzLiSh1bqC6npHKc_ktvR5c9aYebXUn7zBwvxTA-&share_version=320900&ts=1782807193&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-p-0015/owYEAxSqEfqADmNBK38DfAq9Z6AFBh8gUyWqIg~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161312B56BC2E350402B15A767&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=PzTC9lOb%2FPxsZMuuhmENAOAjcRY%3D,佳佳想吃果冻,2026-06-21,27,0,,0,81.0,9.0,失败复盘,求职/学习工具,Bolt,,失败复盘、完整流程,可复刻,中,,,content_marketing,内容和营销创作,,Bolt,,,0.45,keyword=Bolt.new; #家长必读知识分享 #宝妈育儿学习 #育儿学习经验分享 #英语启蒙避坑指南 #幼儿园,tikhub:douyin_keyword_search,Bolt.new
douyin,#商家降本增效#Dify智能体搭建 #物流自动化,https://www.iesdouyin.com/share/video/7656371852319337913/?region=US&mid=7656371793027975971&u_code=0&did=MS4wLjABAAAAmh0iIaTiO2Qorl8NL5reHd7ghXUDyYpRLNytR3i4gAeARQewsvaGZ13Eoj_03BCA&iid=MS4wLjABAAAARE0ZLt3FBKzmP3gTxS3GRo6darAdThqwaJEX7el_6dDwEv2epO0De8af26-GjpH1&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=kS7gBcCTs7Zy.kWYWc00Y1k47xmEmQLt6hdFLuQHFcE-&share_version=320900&ts=1782807211&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p5-ex-gddgtc-sign.douyinpic.com/tos-cn-p-0015c000-ce/oAGEAkAieepf9KpY5wAHGITIEA71d3BgdgaEiC~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613306B8BEADE553C073942B3&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=cvNJE1%2FXUh6YcX76udPzfSnwaWE%3D,Dify&Coze 实战君,2026-06-28,0,0,,0,0.0,0.0,真案例,AI agent、自动化流程,Coze、Dify,,效率提升,有结果,强,,,workflow_automation,工作流和运营自动化,AI Agent/工作流,Coze、Dify,工作提效,,0.95,keyword=Dify; #商家降本增效#Dify智能体搭建 #物流自动化,tikhub:douyin_keyword_search,Dify
douyin,Dify的三个好处 Dify 实战带视频 我一个只会用办公软件的小白，只是怎么学会用Dify的，分享我的学习过程。 #Dify #AI #人工智能 #智能体开发 #计算机,https://www.iesdouyin.com/share/video/7653355085963005238/?region=US&mid=7653355046494620457&u_code=0&did=MS4wLjABAAAAmh0iIaTiO2Qorl8NL5reHd7ghXUDyYpRLNytR3i4gAeARQewsvaGZ13Eoj_03BCA&iid=MS4wLjABAAAARE0ZLt3FBKzmP3gTxS3GRo6darAdThqwaJEX7el_6dDwEv2epO0De8af26-GjpH1&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ZT2lxGiNbJplcNnLWTszjKGFROy0o6GjEyWOFrp3O_8-&share_version=320900&ts=1782807211&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/0bae4e025fe349aebfc5747d95c0cbf8~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613306B8BEADE553C073942B3&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=ZdX46E%2BRYOnXvjZh7vaoNZ4ZXOo%3D,秋客,2026-06-20,4,1,,0,18.0,1.8,教程,AI agent、App/软件、内容/创作、求职/学习工具,Dify,设计/创作者、零基础用户,不会代码,,中,,,product_build,做产品/工具,AI Agent/工作流、App/软件、课程/内容,Dify,,设计/创作者、零基础用户,0.7,keyword=Dify; Dify的三个好处 Dify 实战带视频 我一个只会用办公软件的小白，只是怎么学会用Dify的，分享我的学习过程。 #Dify #AI #人工智能 #智能体开发 #计算机,tikhub:douyin_keyword_search,Dify
douyin,Dify智能体完整搭建流程｜从0到1实现自动化工作流 #大模型学习 #Dify #智能体 #工作流 #大模型,https://www.iesdouyin.com/share/video/7654506374893800730/?region=US&mid=7654506385136290614&u_code=0&did=MS4wLjABAAAAmh0iIaTiO2Qorl8NL5reHd7ghXUDyYpRLNytR3i4gAeARQewsvaGZ13Eoj_03BCA&iid=MS4wLjABAAAARE0ZLt3FBKzmP3gTxS3GRo6darAdThqwaJEX7el_6dDwEv2epO0De8af26-GjpH1&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Jgp5xPj_R6W3iTVubjBEHWzQxnzvW0ul3yLaDbSsGpk-&share_version=320900&ts=1782807211&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p11-sign.douyinpic.com/tos-cn-i-dy/687b73d4fdcc4eb782ccd8517a0f0d47~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613306B8BEADE553C073942B3&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=HOORurd4B7Ik%2BbOpGdTLUMTvPgQ%3D,AI大模型,2026-06-23,100,1,,10,455.0,65.0,教程,自动化流程、AI agent、求职/学习工具,Dify,,完整流程、效率提升,可复刻,中,,,workflow_automation,工作流和运营自动化,AI Agent/工作流,Dify,工作提效、快速原型,,0.75,keyword=Dify; Dify智能体完整搭建流程｜从0到1实现自动化工作流 #大模型学习 #Dify #智能体 #工作流 #大模型,tikhub:douyin_keyword_search,Dify
douyin,28、插件配置 #ai #coze工作流,https://www.iesdouyin.com/share/video/7655507848603962634/?region=US&mid=7655507901340535571&u_code=0&did=MS4wLjABAAAAmh0iIaTiO2Qorl8NL5reHd7ghXUDyYpRLNytR3i4gAeARQewsvaGZ13Eoj_03BCA&iid=MS4wLjABAAAARE0ZLt3FBKzmP3gTxS3GRo6darAdThqwaJEX7el_6dDwEv2epO0De8af26-GjpH1&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=b2AvfN_e9vxgYzyZpj69ON_BHyJlisaSPds2G35NA3I-&share_version=320900&ts=1782807215&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/cf6a3b252dec40c29f8aba10649685d8~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613340CE999A50135B03B3D07&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=YiQYQjSd7jWpztCNNBRi1DqBA6E%3D,corz扣子教学,2026-06-26,1,0,,0,10.0,2.5,工具测评,插件、自动化流程,Coze,,效率提升,可复刻,弱,,,workflow_automation,工作流和运营自动化,AI Agent/工作流,Coze,工作提效,,0.95,keyword=Coze; 28、插件配置 #ai #coze工作流,tikhub:douyin_keyword_search,Coze
douyin,超级漫画制作它来了！ coze工作流一键生成，带完整剧情，多角色人物一致，系列漫画制作，可完整发布短视频 #coze #coze工作流 #coze教学 #coze教程 #科技下一站,https://www.iesdouyin.com/share/video/7652996574775102762/?region=US&mid=7652997481065286419&u_code=0&did=MS4wLjABAAAAmh0iIaTiO2Qorl8NL5reHd7ghXUDyYpRLNytR3i4gAeARQewsvaGZ13Eoj_03BCA&iid=MS4wLjABAAAARE0ZLt3FBKzmP3gTxS3GRo6darAdThqwaJEX7el_6dDwEv2epO0De8af26-GjpH1&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=jel3JAHxINIah5YYDOdFI1xohgpAClnvRF8odIg30jY-&share_version=320900&ts=1782807215&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/aab2c1f47d944a81af9ae9911ff594a7~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=202606301613340CE999A50135B03B3D07&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=Sb3j9upHCoKRX0XPo4ZCauRA8%2Bs%3D,阿南 rockmoons,2026-06-19,127,35,,22,814.0,74.0,教程,内容/创作、自动化流程,Coze,设计/创作者,完整流程、效率提升,可复刻,中,,,workflow_automation,工作流和运营自动化,AI Agent/工作流、课程/内容,Coze,学习入门、工作提效,设计/创作者,0.78,keyword=Coze; 超级漫画制作它来了！ coze工作流一键生成，带完整剧情，多角色人物一致，系列漫画制作，可完整发布短视频 #coze #coze工作流 #coze教学 #coze教程 #科技下一站,tikhub:douyin_keyword_search,Coze
douyin,一个人 六个月 8000万美元｜我们怎么复刻他的AI产品思维 这期分享一个经典的vibecoding产品案例，当前绝大多数开发者都会遇到一个问题：“为什么现在我开发能力变强了，做出来的产品却没人使用也无法快速变现？” 希望大家看完这个案例能有所收获，欢迎在评论区发表自己的看法和意见，可以分享自己生活或工作中遇到的问题，抒发自己的所思所想。同时频道也正在收集选题，欢迎提出自己关心的话题，后续可能会单独出视频专门去聊。#vibecoding大赏 #AI认知 #AI知识 #AI #认知提升,https://www.iesdouyin.com/share/video/7654192807061490980/?region=US&mid=7654192844780882738&u_code=0&did=MS4wLjABAAAAcGYiMv-3wgGvSzeWS31_MUgJaV1QXpoMQzqw7U9_JdcFQpBGFv8PH8E011OtLbbD&iid=MS4wLjABAAAAw_pKc85n8NSeCw6GfkZu2hrK0sn8xBCESxNxjceMmYeZw2LTxVsHu9i3o5tH027y&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=PKW83hUlB7_UWgL1JJtAXkJa74I2WgN2WMdVXLGOKO4-&share_version=320900&ts=1782807224&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p26-sign.douyinpic.com/tos-cn-i-dy/d4ef5c18305a40eaa8a618c815c77b80~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161343456D17B6506D76FF5BEA&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=tswrWCGFFZApLush%2B%2BPh%2B40gNJ8%3D,瑾观·AI认知社,2026-06-22,104,1,,11,425.0,53.12,教程,内容/创作,,创业者/独立开发者、开发者、设计/创作者,变现、平台大赛,有结果、只有噱头、可复刻,中,变现,信息密度低、平台活动内容,monetization_side_project,副业变现/独立项目,课程/内容,,快速原型、赚钱/副业,创业者/独立开发者、开发者、设计/创作者,0.7,keyword=Base44; 一个人 六个月 8000万美元｜我们怎么复刻他的AI产品思维 这期分享一个经典的vibecoding产品案例，当前绝大多数开发者都会遇到一个问题：“为什么现在我开发能力变强了，做出来的产品却没人使用也无法快速变现？” 希望大家看完这个案例能有所收获，欢迎在评论区发表自己的看法和意见，可以分享自己生活或工作中遇到的问题，抒发自己的所思所想。同时频道也正在收集选题，欢迎提出自己关心的话题，后续可能会单独出视频专门去聊。#vibecoding大赏 #AI认知 #AI知识 #AI #认知提升,tikhub:douyin_keyword_search,Base44
douyin,一个人用AI创业 6个月卖了8000万美元 1人零融资不写代码，靠AI做软件狂赚8千万美金！现在创业不再拼技术，而是拼谁更懂业务需求。你的日常经验也能用AI做成赚钱工具，你最想用AI解决哪个小麻烦？#AI创业 #商业思维 #零代码 #个人IP #秦刚,https://www.iesdouyin.com/share/video/7651489239632186675/?region=US&mid=7651489334394227494&u_code=0&did=MS4wLjABAAAAcGYiMv-3wgGvSzeWS31_MUgJaV1QXpoMQzqw7U9_JdcFQpBGFv8PH8E011OtLbbD&iid=MS4wLjABAAAAw_pKc85n8NSeCw6GfkZu2hrK0sn8xBCESxNxjceMmYeZw2LTxVsHu9i3o5tH027y&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=mpUU4sz1aPwOj.alNVR43MG8TYilc1QTye61hLAQIak-&share_version=320900&ts=1782807224&from_aid=615883&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,https://p3-sign.douyinpic.com/tos-cn-i-dy/103c73e00eab43adab598e2f2c3c1aa3~noop.webp?biz_tag=aweme_video&card_type=153&column_n=0&from=327834062_large&l=20260630161343456D17B6506D76FF5BEA&lk3s=138a59ce&s=PackSourceEnum_SEARCH_SIN&sc=cover&se=false&x-expires=1784016000&x-signature=auTScsY19L0TuZabHh9hLHjaJNc%3D,秦刚创业访谈,2026-06-19,40,2,,13,259.0,23.55,真案例,App/软件,,创业者/独立开发者、开发者,不会代码、变现,有结果,强,赚,疑似商业推广,monetization_side_project,副业变现/独立项目,App/软件,,赚钱/副业,创业者/独立开发者、开发者,0.65,keyword=Base44; 一个人用AI创业 6个月卖了8000万美元 1人零融资不写代码，靠AI做软件狂赚8千万美金！现在创业不再拼技术，而是拼谁更懂业务需求。你的日常经验也能用AI做成赚钱工具，你最想用AI解决哪个小麻烦？#AI创业 #商业思维 #零代码 #个人IP #秦刚,tikhub:douyin_keyword_search,Base44
