platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source
xiaohongshu,从图片到交付页面，我用Codex跑了一遍工作流,https://www.xiaohongshu.com/explore/6a39e103000000001503e0c7,http://sns-img-hw.xhscdn.net/1040g008321o6gapnno1049lj4rkfqrsmcqsb8tg?imageView2/2/w/1080/format/webp,浪味仙女爱设计,2026-06-23,1012,38,1557,204,7505.0,1250.83,教程,自动化流程,Codex,设计/创作者,完整流程、效率提升,可复刻,中,,,dev_productivity,开发提效/编程技巧,AI Agent/工作流,Codex,工作提效,设计/创作者,0.62,#邪修大法好 #红薯地经验指南 #HOWTO #howto用好AI #UI设计 #UX设计 #AI设计 #AI工具#vibecoding #codex,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,纯干货！手把手教你用AI设计开发个人网站！,https://www.xiaohongshu.com/explore/6a3a91d50000000021017efc,http://sns-webpic-qc.xhscdn.com/202606280003/fd2a116ebbf1a471cf3a5a716ee95686/spectrum/1040g0k0321ourg776u005n2lh07kgj8krd47v78!nd_dft_wlteh_webp_3,我是阿众,2026-06-23,922,5,817,76,4006.0,667.67,工具测评,网站、App/软件,Claude、Claude Code,创业者/独立开发者、开发者、设计/创作者,,有结果,弱,,,product_build,做产品/工具,App/软件、网站,Claude、Claude Code,,创业者/独立开发者、开发者、设计/创作者,0.78,如果你想用AI开发一个产品，第一步要做的，绝对不是着急忙慌地去让AI写代码，而是要先搞清楚你要做的这个产品，页面该怎么布局、功能怎么设计。因为AI开发的能力已经很强了，但产品的设计，还得人说了算，不过这并不意味着你需要手动去画设计稿，因为目前也有很多非常好用的AI设计工具。比如今天要介绍的QoderWork#Qwen#QoderWork#阿里云#claudecode #vibecoding #AI工具 #软件开发 #网站推荐 #AI #有趣的网站,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,vivo X Fold6 一摊开，就是代码创作工作台,https://www.xiaohongshu.com/explore/6a38a69f000000000f032d71,http://sns-img-hw.xhscdn.net/1040g008321r7qqmnn2005oke2vr8cn92in1v30g?imageView2/2/w/1080/format/webp,希彼赫,2026-06-22,780,76,182,115,2626.0,375.14,真案例,App/软件,,开发者,平台大赛,有结果,强,,平台活动内容,product_build,做产品/工具,App/软件,,,开发者,0.78,"vivo X Fold6 一摊开，就是代码创作工作台 一直有个痛点：灵感总在手机上冒出来，可手机上缺少趁手的创作环境，等回到电脑前,那点火花早就灭了。所以我自己 vibe coding 了一个 app，能写代码还能实时预览。这次在搭载 OriginOS 6 Fold 系统的 vivo X Fold6上彻底跑开，手机摊开就是工作台，软件之间来回切换，使得创作变得更轻松了。 #vivo #vivoXFold6 #vibecoding #数字艺术 #vibecoding大赏 #数字化艺术 #vivoXFold6美商极高 #vivoXFold6 #OriginOS6 #AI轻办公神器",csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,这个时代，如何让AI做出有审美的网站?,https://www.xiaohongshu.com/explore/6a3beebf000000000803178f,http://sns-img-hw.xhscdn.net/notes_pre_post/1040g3k8321q6t51dnkk05oi4l3rk1bd3njha18o?imageView2/2/w/1080/format/webp,西里森森,2026-06-24,683,6,635,51,3026.0,605.2,真案例,网站、App/软件、游戏/互动、运营工具,豆包,创业者/独立开发者、设计/创作者、运营/营销,,只有噱头、可复刻,强,,信息密度低,product_build,做产品/工具,网站、App/软件、小游戏/互动,豆包,工作提效、表达创意,创业者/独立开发者、设计/创作者、运营/营销,0.64,- 不知道大家这两年，有没有焦虑过，如何让AI做出有审美的网站？ 最近这段时间，我在小红书上刷到了非常多漂亮的网站。 之前，我会觉得审美是一个偏私人化的东西，它背后体现出来的是一个人的阅历、看过的东西、认知水平，你很难把这些东西全塞到一段提示词里。 我每次让AI帮我写网页，都是反复说再好看一点、高级一点。 但对AI而言，人类眼里的好看和高级到底是什么？ 直到我前段时间看到 Y Combinator 今年一期设计评审报告，才意识到这条路从根上就不通。 评审嘉宾是Cron的设计者 Raphael Schaad，他跟 YC 合伙人一口气点评了六个用 AI 工具做的创业公司官网，给了一个很直接的建议：不要一上来就让 AI 设计你的网站、再去改它吐出来的东西。 所以我开始换一个角度思考，或许不是 AI 没有审美，而是我没有找到把自己的审美准确传递给它的方式。 审美确实是私人的，但它可以被拆解成具体的、可描述的设计决策——色值、字体、间距、禁区。找到这个翻译方法，AI 就能 get 到你要的风格~ 正好昨天seed 2.1 Pro 刚发布，它在 Coding 和 VLM（视觉理解）能力上做了比较大的提升[暗中观察R] 我拿它测试了一下，发现它的审美能力也有了非常大的提升。 比如这两个案例，也是我在motionsites复制提示词，用豆包 2.1 Pro跑出来的。 下面给大家详细分享一下测试过程。 #howto用AI手搓APP #howto用好AI #我在小红书做游戏 #howto实现一万种vibecoding #AI人工智能 #设计网站 #seed模型,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,分享🤩10个设计参考网站｜拯救你的AI审美,https://www.xiaohongshu.com/explore/6a3a4b690000000017029dbf,http://sns-img-hw.xhscdn.net/spectrum/1040g0k0321ojlfdbn0005nsh52v094f79jkgs10?imageView2/2/w/1080/format/webp,海明Dev,2026-06-23,594,9,1770,154,7181.0,1196.83,真案例,创意实验/好玩项目、网站,,设计/创作者,,有结果,强,,,product_build,做产品/工具,网站,,,设计/创作者,0.95,分享🤩10个设计参考网站｜拯救你的AI审美 你用AI是不是经常做出来丑丑的页面？ 那是因为你没有优质的参考！ 今天分享10个设计网站，汇集了各种风格的作品🤩 让你的AI直接去参考，站在巨人的肩膀上 💪 #howto用好AI #howto实现一万种vibecoding #设计网站 #AI #网站制作 #vibecdoing @科技薯,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,-,https://www.xiaohongshu.com/explore/6a3e7a7400000000060370d3,http://sns-img-hw.xhscdn.net/spectrum/1040g0k0321smlh0hn4105oan3eo0kejd2rlvdlg?imageView2/2/w/1080/format/webp,晓白和林亦,2026-06-26,588,132,799,107,4501.0,1500.33,真案例,运营工具、创意实验/好玩项目,Codex,运营/营销,平台大赛,有结果,强,,平台活动内容,product_build,做产品/工具,,Codex,快速原型,运营/营销,0.7,我做了一个Vibe Coding 雷达 快速找到最适合上手的项目 #vibecoding大赏 #ai #REDSkill #REDSkill大赏 #小红书Skill功能 #AI工具 #Skill #AI神器 #codex,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,详细教程|如何用AI制作高质量APP装到手机,https://www.xiaohongshu.com/explore/6a3e5349000000000803c57a,http://sns-img-hw.xhscdn.net/1040g2sg321sh57i27ue0401g4hdfvcefjiuck48?imageView2/2/w/1080/format/webp,是Skye学姐呀,2026-06-26,568,29,795,77,3714.0,1238.0,真案例,AI agent、App/软件、内容/创作、自动化流程,,创业者/独立开发者、开发者、设计/创作者,失败复盘、几小时上线、完整流程、平台大赛、效率提升,可复刻、有结果,强,,平台活动内容,product_build,做产品/工具,课程/内容、AI Agent/工作流、App/软件,,学习入门、工作提效,创业者/独立开发者、开发者、设计/创作者,0.67,我用AI做了一个自动整理碎片信息的App 📱 图片、链接、灵感语音，随手丢进去，AI自动帮我分类保存。从构想到部署到手机上，大概花了1天时间。全程没写一行代码，就是和AI对话。 今天分享： 1️⃣ 为什么建议你频繁记录自己 + 怎么养成无痛记录习惯 推荐我的极简记录法： 📌 每天语音回答3个问题（不超过30个字）： - 今天什么事让你记忆犹新？ - 哪个错误值得记入“避坑库”？ - 如果重来，我会优化哪一步？ 2️⃣ 如何用AI做你的专属记录App（附指令+工具） 为了解决“碎片信息管理老大难”，我做了一个AI Agent App —— 「灵感收藏家」。 核心功能： 🎙️ 语音灵感记录 🖼️ 图片/文字一键拖到App里，自动分类保存 📤 跨App一键转发 APP制作流程（3步） 1. 给出需求，AI润色指令 描述你要的功能，AI帮你生成详细的产品需求文档，视觉风格建议 2. AI编程工具写代码 中间反复调试、修bug、调UI，预留好时间 3. 创建APK包，部署到手机 让AI你打包成APK，发给安卓手机直接下载安装。 碎片信息来自不同App，记录需要多屏切换。折叠大屏可以多App同框运行，这次用vivo X Fold6的折叠大屏体验下来，OriginOS 6 Fold系统在分屏多任务上确实挺顺手，一次开三个App不用来回切，注意力不被打断。快去试试看吧 #XFold6新机测评 #vivoXFold6 #AI轻办公神器 #OriginOS6 #howto用好AI #AI效率工具 #vibecoding大赏 #科技数码howto #好视频扶持计划 #vivoXFold6新机评测,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,手机变工作台！高效打工人的 AI 手机长这样？,https://www.xiaohongshu.com/explore/6a3e4900000000001702bc64,http://sns-img-hw.xhscdn.net/1040g008321sfo843no005olteitmt0t4nbqn5q8?imageView2/2/w/1080/format/webp,嘿腿子腿子（AI版）,2026-06-26,519,53,306,35,1982.0,660.67,真案例,App/软件,,,几小时上线,有结果,强,,,product_build,做产品/工具,App/软件,,,,0.95,你是不是也经常这样，打开手机本来要干正事，结果刷着刷着半小时过去了？ 为了解决这个问题，我最近用 Vibe Coding 给自己手搓了一个任务监督 App。 搭配 vivo X Fold6 的大屏，四窗同时运行，不用切屏、不用翻文件，简直是最好用的 AI 搭子。 灵感来源@Plancoach #HOWTO #XFold6新机测评#vivoXFold6#AI轻办公神器#OriginOS6#vibecoding#vivoXFold6新机评测,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,每天用 AI 从公司偷走两个小时，你将……,https://www.xiaohongshu.com/explore/6a3b38bd000000001102d201,http://sns-img-hw.xhscdn.net/spectrum/1040g34o321pgsm6e6s105p82bcekguuleu06gdo?imageView2/2/w/1080/format/webp,陈言Linkc-Chen,2026-06-24,519,12,546,21,2385.0,477.0,工具测评,App/软件、AI agent,,创业者/独立开发者,几小时上线、效率提升,有结果,弱,,,product_build,做产品/工具,App/软件、AI Agent/工作流,,工作提效,创业者/独立开发者,0.74,最近在公司内部做培训，给同事们推荐Agent的产品。之前大家都在用聊天软件，但是随着Agent的架构的不断完善，以及模型能力的提升，能够在本地环境操作电脑中的文件，并且进行编程的工具已经渐渐成为主流了。 讲真，优秀的Agent架构必须要吃透模型能力，而模型也需要为Agent的应用场景进行优化。比如QoderWork，再配合千问最新的Qwen 3.7 Max，无论是在超长上下文的理解、长程任务的稳定性，还是复杂工具的调用，以及多轮反思和规划调整方面，都达到了非常可用的状态。 日常的白领工作，像数据分析、做PPT，偶尔写个程序提升工作效率，都没有问题。 而且很多公司都不愿意在看到效果前为工具付费。这个工具一上来就给了很足的token，一般工作几乎用不掉。 #howto用好AI #qoderwork #qwen37max #通义大模型 #vibecoding #Agent #AI数据分析 #ai做ppt #工作效率大大提高 #我要准时下班 @科技薯,csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
xiaohongshu,模型的进步不是匀速的，它在跳台阶,https://www.xiaohongshu.com/explore/6a3a6cfc0000000008003579,http://sns-img-hw.xhscdn.net/1040g008321ome3fcne5g5nph1vag97flu01d7ug?imageView2/2/w/1080/format/webp,阿东玩AI,2026-06-23,503,10,102,5,899.0,149.83,真案例,AI agent、内容/创作、创意实验/好玩项目、自动化流程,豆包,设计/创作者、开发者,几小时上线,有结果,强,,,dev_productivity,开发提效/编程技巧,AI Agent/工作流、课程/内容,豆包,工作提效,设计/创作者、开发者,0.65,"阿东前两天和一个做投资的朋友聊天，他问我：现在模型是不是卷不动了？每个月发新版本，感觉都差不多。 我说你这个感觉没错，但对""迭代""的理解搞反了[石化R]。 模型的进步不是匀速的。它在跳台阶。我们习惯用版本号来理解迭代——1.0、2.0、2.1，线性升级。 但真实的模型进化是：很长一段时间卡在某条线下面，然后在某个版本突然跨过去。跨过去之后，从""能用""变成""好用""，从""玩具""变成""生产工具""。我叫它质变点。 过去一年Token消耗量暴涨，MaaS生意ARR翻倍。不是需求端在拉动，是模型本身跨过了质变点。 Seedance 2.0跨过了视频生成的质变点。Opus 4.6跨过了Agent Coding的质变点。现在，豆包Seed-2.1正在跨过国产模型的质变点。 Coding上，Terminal Bench 2.1和Opus 4.7持平，SciCode超过Opus 4.7和GPT-5.5。内部测试里，豆包2.1连续运行18小时完成了芯片设计RTL全流程——1303行代码，仿真测试全过。 模型迭代不是线性升级。它是在某个版本突然跨过一条看不见的线。跨过去之后，""做不了""的突然能做了，""太贵了""的突然划算了。 这一天来得比大部分人以为的都快。 #大模型#豆包 #coding #agent #科技趋势 #Seedance #火山引擎",csv:D:\Documents\热点库\TrendRadar\data\imports\redfox_xhs_vibecoding_2026-06-29.csv
